thematic;card;id;bearer;reigning;conditions;lockturn;weight;question;power;faith;people;money;load;override_yes;answer_yes;yes;override_no;answer_no;no
battle;_brawl_choice;1338;pirate;;nb_punch=3;10;10;Talk to him$<i>You try to reason with the pirate. By the end, you're practically ready to join him on his next adventure.</i>;-1;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1339;courtesan;;nb_punch=1;10;10;Flatter her$<i>You approach the courtesan with sweet words and long looks. She giggles, kisses you and steals your coin purse.</i>;-2;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1340;courtesan;;nb_punch=2;10;10;Talk to her$<i>You have a long chat with the courtesan. You learn she trained as a septa, but has no regrets.</i>;1;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1341;courtesan;;nb_punch=3;10;10;Punch her$<i>You aim a punch at the courtesan, but for some reason you end up on the floor. Wine, probably.</i>;-2;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1342;nobleman;;nb_punch=1;10;10;Punch him$<i>The nobleman's nose bleeds a little. He wails and runs out of the room.</i>;2;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1343;nobleman;;nb_punch=2;10;10;Insult him$<i>Your best insults are received with smirks. The nobleman seems quite proud that his debauchery is so famous.</i>;-2;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_choice;1344;nobleman;;nb_punch=3;10;10;Flatter him$<i>You try to throw your best flatteries at the nobleman, but he's an expert who only snorts at your efforts.</i>;-2;;;;>_brawl_choice and nb_punch+;;;;;;
battle;_brawl_results;1345;spider;;;;10;<i>Carefully stepping through the mess...</i> I've never seen such a terrible brawl. Please, let's go back now.;0-1;0-1;0-1;0-1;!inc_battle and !nb_punch;My head hurts;<i>You return to the castle in the dead of night.</i>;set_defaut;Nooo...;<i>You're carried back to the castle in the dead of night.</i>;set_defaut
battle;_brawl_results;1346;spider;;power>50;;max;<i>You wake up the following morning, with a terrible headache...</i> It seems your drinking companions left you a small gift. Do you want it?;pos;pos;pos;pos;!inc_battle and set_kingslanding;;;;;;
;;1347;pious;cersei;has_courtesan;400;800-40;The Faith of the Seven has saved a fallen woman who lost her way. Have mercy, O Queen, and let her serve you at court.;;2;0-1;;;She may serve wine...;;> and add_courtesan;Mercy? No.;;
;_;1348;courtesan;cersei;;;;Should a Queen spend all her nights alone? I can at least serve your wine, and talk with you. Perhaps we might even...;;;-1;;;Oh, really?;;>;Just pour the wine;;
;_;1349;courtesan;cersei;;;;Begging your pardon, but you are not much loved here. Surely you'd welcome a confidant.;;;-1;;;If you earn my favor...;;loyalfriend;I called for wine!;;
;;1350;hand;cersei;tyrell&antagonist;400;200;My Queen, your enemies have been destroyed, but your anger is not soothed...;;;;;;And?;;>;Do I seem unhappy?;;>
;_;1351;hand;cersei;;10;10;Consider returning your prisoners, the cousins of House Tyrell, to their lands as your stewards. You could use some goodwill.;-1;;1;;;Excellent idea;;>>>> and add_tyrell;Impossible;;
;_;1352;tyrell;cersei;;;;Although I prayed for the honor of death, you released me to live with what you've done to us. Is this some new cruelty of yours?;0+1;;0-1;;tyrell>!antagonist;Most certainly;<i>You appoint her steward of Highgarden on your behalf. The compromise should soften the sting of your recent deeds.</i>;;I can use you;<i>You appoint her steward of Highgarden on your behalf. The compromise should soften the sting of your recent deeds.</i>;
;;1353;courtesan;cersei;tyrell!antagonist and loyalfriend;400;300;Tell me, My Queen, why did you release those Tyrell cousins? A rose bush can bloom again from nothing if you let it.;1;;;;;I won't;;;Just pour the wine;;
;;1354;courtesan;cersei;loyalfriend;400;300;My Queen? Those stories about you and your brother Jaime... as I have been your dear companion, tell me, are they true?;-1;;;;;They were once;<i>There was a time when all you ever wanted was to be able to admit this without fear.</i>;;Get out;;
;;1355;courtesan;cersei;loyalfriend;400;200+150;I lost a child once, too. It heals the heart to talk of it... will you share a memory of one of your children with me?;;;1;;;Yes...;<i>You take a deep drink and allow yourself to think about one of them...</i>;>_kids;Leave me;;
;_kids;1356;courtesan;cersei;loyalfriend;3;10;Joffrey$I want to know the Joffrey Baratheon that was in his mother's heart.;-1;;;;;A lovely child;<i>It is vividly painful to recall him as a child, enthusiastic about everything and completely devoted to you.</i>;>_kids;I regret...;<i>Joff lacked the discipline that father wanted, but you could never bring yourself to wield it over your first boy. Now they're both dead.</i> ;
;_kids;1357;courtesan;cersei;loyalfriend;3;10;Myrcella$Poor Myrcella... I too lost a daughter. Girl children are so precious... was she like you?;-1;;1;;;My girl...;<i>Your sons took your focus by necessity. But sweet, quiet Myrcella... she deserved the happy life you never had as a girl.</i>;;Not at all;<i>She was good, too good for this world. The cruelties and indignities that crushed you never touched her.</i>;>_kids
;_kids;1358;courtesan;cersei;loyalfriend;3;10;Tommen$Tommen was such a lovely boy. He made a fine king...;;-1;;;;Yes...;<i>Those Tyrells, that church, all the foul forces that polluted your sweet boy's mind... you'll see every last one dead.</i>;>_kids;Enough;<i>It's still too soon. You swallow the gall that rises abruptly in your throat, and turn away.</i>;
;;1359;courtesan;cersei;!has_jaime and loyalfriend;400;200;Don't be solitary in grief, Your Grace. I can do more than tidy your clothes and bring you fruit, if you allow me...;1;-2;1;;;Oh, all right;;;I think not;;
;entryrecruit;1402;kingsguard;cersei;has_spider;400;200;Your personal guards say that hooded people have been approaching them, seeking intimate tales about you.;1;;;;;Who could it be?;;>>;Ignore it ;;>>
;_;1403;spider;cersei;;;;No plot, rumor nor foul word against you is spoken here without my hearing it. Is there anyone you suspect?;;;;;;Indeed...;Show me the target of your suspicion by speaking some confirmation to them, <i><spider> whispers.</i>;>_investigation_choice;;;
;_investigation_choice;1404;spider;cersei;;;0;No one, then? I will be vigilant.;;;;;;Good;;;Go away;;
;_investigation_choice;1405;kingsguard;cersei;;10;10;Your Majesty? I'm glad to report that your bedroom is secure, if you wish to retire.;;;1;;;Thank you;;>>>_traitorsearch;<i>Walk away</i>;;>_investigation_choice
;_investigation_choice;1406;handmaiden;cersei;;10;10;Your Serenity, will you see the dresses I've laid out for you for tomorrow's dinner?;;;1;;;Certainly;;>>>_traitorsearch;<i>Walk away</i>;;>_investigation_choice
;_investigation_choice;1407;courtesan;cersei;loyalfriend;10;10;You are my Queen, and I hope also my dear friend. Please believe me: A nest of traitors lies among your servants.;;;1;;;I see;;>_spytest;<i>Walk away</i>;;>_investigation_choice
;_investigation_choice;1408;septa;cersei;;10;10;People laugh too loudly in the streets, and murmur unholy things in the taverns.;;1;;;;Certainly;;>>>_traitorsearch;<i>Walk away</i>;;>_investigation_choice
;_traitorsearch;1409;spider;cersei;;;;At your command, my many eyes and ears have searched for traitors in your ranks. And... may I speak frankly, Great One?;;;;;;Go ahead;;>;At your own risk;;>
;_;1410;spider;cersei;;;;Few gladly accept you as Queen. The court is too fearful to defy you, but nearly all of them have reason to plot your demise.;-1;;1;;;And you?;;>;Faithless idiots!;;
;;1411;spider;;;400;70;My only concern is the welfare of this kingdom. And you are its most worthy ruler, of course.;-1;1;;;;That's good to hear;;;Good dog;;
;_spytest;1412;hand;cersei;;;;Why don't we let her hear a precious-sounding falsehood, and see who learns of it?;;;-1-1;;;Fine idea;<i>You tell <courtesan> that you have secretly begun to serve the Lord of Light.</i>;add_pious and >>>>>_blasphemy;Anything better?;;>
;_;1413;spider;cersei;;;;Not as effective as simple torture, of course! But that would be excessive... w-wouldn't it?;-2+1;1;;;;For now;;;Desperate times...;<i>You send <courtesan> to the dungeons. One way or another, you always extract a confession... </i>;>>>_torture
;_torture;1414;courtesan;cersei;;;;I have nothing to confess. <i>The room is gruesome, yet <courtesan>'s face is almost intact. The work of an expert.</i>;-1;;1;;;Release her;<i><courtesan> survives the torture, but is much changed. You hear she escaped to Meereen, leaving you to drink alone.</i>;del_courtesan;Execute her;;kill_courtesan
;_blasphemy;1415;pious;cersei;;;;Your blasphemy will ruin this kingdom! Now the rumors say you worship the Red God in secret. Yes, we know of it!;;43102;;;add_tyrell;It's just a rumor;;>>>;<spider>!;;>_spiderblasphemy
;_;1416;tyrell;cersei;;;;You worship the Red God in secret: Admit it! Is there any vulgar offense you won't commit upon the Iron Throne?!;;-1-2;;;;Why would you care?;;>;<spider>!;;>_spiderblasphemy
;_spiderblasphemy;1417;spider;cersei;;;;Other than me, of course, the only one who heard the false rumour was <courtesan>. She must be the source. What will you do with her?;1;-1;;;;Make her confess;;>>>_torture;Banish her;<i>You can't entirely trust <spider> either. You can't trust anyone. You decide to exile <courtesan> quietly, with no farewell.</i>;del_courtesan
;;1485;pirate;;;500;100;A pirate's life is not as exciting as it once was. I want to open a tavern and gambling hall.;;-2;1;-1-1;;I will help;;;;;
;;1486;noble;;;500;100;I'm so tired of all these battles and dramas. Have we forgotten the perks of being rich and powerful?;;-1;-1;2;;Soon;;;Never;;
;;1517;maester;cersei;!jaimeseen and !has_jaime;500;100;Yes, My Queen, you are indeed bearing a healthy child! And the father is...?;;-1;;;jaimeseen;My brother Jaime;;>;Not your concern;;
;_;1518;maester;cersei;;;;I... Shall we send a raven to him in the North? I'm sure he is anxious to know all is proceeding well...;;;1;;;Indeed;;>>>_jaimeraven;Don't bother;;
;_jaimeraven;1519;maester;cersei;;reign;12;The raven we sent to Jaime Lannister returned, but there is no reply from him.;-1-1;;;;;Send another;;>>>_jaimeraven;Let us forget him;;
;_jaimeraven;1520;maester;cersei;;reign;10;The raven we sent to Jaime Lannister never returned. It's rare that ravens get lost, but perhaps this one did.;-1-1;;;;;Send another;;>>>_jaimeraven;Ah well;;
;_jaimeraven;1521;maester;cersei;;reign;8;The raven we sent to Jaime Lannister returned still carrying your message. Why would he send it back unread?;-1-1;;;;;Send another;;>>>_jaimeraven;Ugh!;;
;_jaimeraven;1522;maester;cersei;;reign;7;Ah! At last a raven from Jaime... ah, apologies, Queen, it's from his steward. He regrets Ser Jaime is occupied.;-1-1;;;;;Send another;;>>>_jaimeraven;With what?!;;
;;1551;noble;jon;;500;100;Legend says you once took up with a Wildling girl, north of the Wall, and loved her! They say you even dressed her like a Southerner lady!;-1;-1;1;;;Partly...;;;Never;;
;;1552;crow;jon;kingslanding;500;150;You may be our King, but you're still our brother as well, and we need you. Please, ride back to Winterfell with me tonight.;1;;1;;;My pleasure;;>_wintercourt;I'm needed here now;;del_crow
;;1578;maester;gendry;;500;100;You must commit to your lessons. You have not had the education of a Lord, let alone a King!;2;;;;;;I'm trying;;;I'm useless;
;;1579;septon;gendry;;500;100;The faith of the Seven is the official religion of Westeros. Will you agree to prosecute infidels, as a holy King ought?;-2;2;1;;;;;;;I don't know...;
;;1580;septon;gendry;;500;100;It's what a wise and learned king would do.;-2;2;2;;;;;;;;
;;1581;hand;gendry;;500;100;Throwing funds carelessly at the poor will bankrupt us. How will you refine your admirable generosity, My King?;1;;-2;;;Let's fund housing;;;Let's provide medicine;;
;;1583;cook;gendry;;500;60;A roast boar tonight, Your Holiness? You are aware of how the last Baratheon met his end?;1;;1;;;Yes I am;;;Not now;;
;;1584;courtesan;gendry;;500;100;Rich living is giving you a bit of padding, My King. I like it.;;-1;1;;;;;;;;
;;1585;arya;gendry;;500;10000;Gendry! I'm so glad to see you. I'm sorry, I mean 'Your Majesty'.;-1;;;;;You too, my Lady;;>;Glad to see you;;
;_;1586;arya;gendry;;;;Still not a lady!;;;-1;;;Yes you are;;;Still;;
;;1645;high_septon;jaime;;400;200;Too many shadows still hang over your family. Enter a path of humility and repentance and I may bless your reign.;-1;2+1;;;;Yes;;>_jaimesepton;I don't need you;;
;;1646;kingsguard;jaime;;500;200;With all respect, My King, your place is on the Iron Throne, not doing exercises among us. Allow us to defend you, as is our duty.;-1-1;;1;;;I see;<i>Seeing you train with your left hand must be depressing to your old comrades.</i>;;Nonsense;<i>You're probably depressing your old comrades, but you can't seem to stay away from them.</i>;
;;1647;spider;jaime;;500;200;The one once called 'Kingslayer' is now the King. Are you certain you're safe from your own guards?;1;;;;;;;;;;
;;1724;kirsten;;;500;150;Do you like my dress? I made it myself.;;;1;;;I do;;;;;
;;1725;kirsten;;!winter and !summer;500;150;My (Lord*Lady)! As winter is approaching, I've gathered the last flowers from the garden. Please accept them.;-1;;1;;;So sweet;;;Summer child;;
;;1726;courtesan;;>kirsten;500;1000;Your little protégée is very sweet. Let me refine her charms, and she will become a powerful asset in your hands.;2+1;-1;-2;-1-1;;;;;Let her be;;
;;1727;banker;;yes_banker<0;120;200;I despair to see how poorly you value the advice provided by the Iron Bank. It will cost you more than you can afford.;;-1;1;-2-3;;I'm listening;;;Get out!;;noironbank
faith ;;1805;septon;;;500;80;Your Highness, of course you know the meaning of the seven-pointed star...;;2-1;;;;May the Seven guide me;;;Of course;;
faith ;;1806;pious;;;500;80;A pilgrim of the Seven was killed by mercenaries on his way to the capital. Will you make restitution to his family?;;2-1;;-1-1;;;;;;;
faith ;;1730;pious;;;500;80;A holy house in the West was burned! It must have been those blasphemous Ironborn... Send an army!;;2+1;;-1-1;;I will;;;Do you have proof?;;>
faith ;_;1731;pious;;;;;What more proof do you need than for us to come begging, wounded? Don't the Seven matter in these times?;;2;;;;;;;;;
faith ;;1732;septon;cersei;kingslanding;500;160;Your family crest now hangs above the Iron Throne where the star of the Seven once gleamed? You offend the divinities...;;1-2;;;;I'm the only divinity;;;<i>Sit up</i>;<i>You force the old man to remove the Lannister crest by climbing the Iron Throne. He slips and impales himself.</i>;kill_septon
;;1735;goldcloak;;kingslanding;500;80;A band of filthy brats threw stones at my patrol in Flea Bottom. How am I to retaliate, Your Grace?;1;;-2-1;;;Use your judgment;;;Don't;;
;;1734;commoner_female;;;500;80;I've been loyal to you all my life, but now I'm suffering. Please take my children into your kitchen and pay them a wage.;;2-1;2+1;;;All right;;;We have enough staff;;
