thematic;card;id;bearer;sign;conditions;lockturn;weight;question;override_yes;answer_yes;yes_church;yes_kingdom;yes_people;yes_economy;yes_custom;override_no;answer_no;no_church;no_kingdom;no_people;no_economy;no_custom;load_custom;vide
zodiac;_;1532;hunter;aquarius;clock;;;Oh... well, it makes a little sense. I am in good cheer, and I do not stoop to petty drama.;That's good;;;-10;;;;You're in denial;;;10;;;;;
zodiac;;1533;handmaid;pisces;clock;180;35;I think it's because I am a Pisces that I get involved in others' problems so much. Do you agree?;Definitely;;;;10;;>;Don't be silly;;;;-10;;>;;
zodiac;_;1534;handmaid;pisces;clock;;;I also find things that happened in the past to be extremely romantic. It's not that I dwell on it, but...;You dwell!;;;-10;;;;Enough of this!;;;10;;;;;
zodiac;;1535;general;aries;clock;180;35;Please do not tell my men that I asked. But ...do you know anything about the sign of Aries?;You're combative;;;10;;;>;You're a little slow;;;-10;;;>;;
zodiac;_;1536;general;aries;clock;;;Wow. I must admit that astrology does make sense... should we use the stars to guide our war efforts?;Totally;;;-20;;;;Let's not go that far;;;15;;;;;
zodiac;;1537;witch;cancer;clock;180;35;My sign is Cancer. It's really annoying to Google it because I get results about illness. What's it mean?;You're sensitive;;;;;;>;You're not making sense;;;;;;>;;
zodiac;_;1538;witch;cancer;clock;;;How can you say that? You hurt my feelings so casually! What would you do if I started crying?;Typical Cancer;;;-12;12;;;Go ahead;<i>She makes a dramatic exit. You can't tell if she's faking or not.</i>;;10;-10;;;;
zodiac;;1539;merchant;taurus;clock;180;35;It's definitely because I'm a Taurus that I collect material things. Don't you like stability? And a little... luxury?;Oh yeah;;;;;;>;Not sure...;;;;;;>;;
zodiac;_;1540;merchant;taurus;clock;;;Good, because I just took a big risk importing some rare pearls for you. You're gonna buy them, right?;;<i>This astrology trend has been great for business,</i> <merchant> says.;;;;-30;;;<i>This astrology trend has done nothing for business</i>, <merchant> sighs.;;;-10;10;;;
zodiac;;1541;king;leo;clock;180;35;Astrology is for girls. I keep myself busy radiating the royal energy of a King! Everyone, look at me radiating!;Such a Leo;;;;20;;>;I'll guess... Capricorn!;<i>The dates don't line up. Oh well, does it really matter?</i>;;;-20;;;;
zodiac;_;1542;king;leo;clock;;;True, but my dear, I've previously commanded you not to pull focus from me when I'm radiating! ;I'm sorry;;;-8;;;;Unbelievable;;;8;;;;;
zodiac;;1543;nun;virgo;clock;180;35;Astrology comes from weak minds occupied by sin! Only a pure soul unsullied by low nonsense can enter heaven!!;Hm, true;;19;-10;;;>;I can guess your sign;;-19;;10;;>;;
zodiac;_;1544;nun;virgo;clock;;;I keep a clear gaze, the better to judge others, as well as myself! My critical acumen is too sharp for such trickery!;Virgo;<i>She denies it, but later, you check her birthdate and you were right! It all makes sense.</i>;8;;8;;;Taurus;<i>The dates don't line up. It seems your guess was wrong.</i>;-8;;8;;;;
zodiac;;1545;judge;libra;clock;180;35;I wear an extremely aesthetic wig, and also I'm the most fair-minded person here. What is my astrological sign?;Libra;;2;-3;2;-3;>;Libra...;;-2;3;-2;3;>;;
zodiac;_;1546;judge;libra;clock;;;The scales of balance! How obvious... I'm worried we're being reductive, possibly missing the nuances of the signs...;Yeah...;<i>Should you be worried that a court official knows so much about astrology?</i>;-10;-10;10;-10;;Are you serious?;<i>Should you be worried that a court official knows so much about astrology?</i>;10;10;-10;10;;;
zodiac;;1547;cossack;scorpio;clock;180;35;All right, little bones, I'll play along with your courtly trends. I'm a "Scorpio", what is that?;Jealous and rude;;;;;;>;Loyal and brave;;;;;;>;;
zodiac;_;1548;cossack;scorpio;clock;;;Hah! Well, I may indeed have those traits. I guess there are positives and negatives...;Mostly positives;<i>Some people are drawn to me, some can't handle me,</i> <cossack> laughs.;;10;10;;;Mostly negatives;<i>Some people are drawn to me, some can't handle me,</i> <cossack> laughs.;;-10;-10;;;;
zodiac;;1549;explorer;sagittarius;clock;180;35;Astrology is a great topic to know about if you like talking to girls. I'm a Sagittarius, by the way.;Obviously;;;;;;>;Not interested;;;;-18;;;;
zodiac;_;1550;explorer;sagittarius;clock;;;It explains my roving heart and explorer's spirit. Lend me more gold to launch another journey of discovery?;Sure;<i>The latest expedition doesn't go well. A Sagittarius can be a little inconsistent.</i>;;-10;;-20;;No way; ;;8;8;10;;;
zodiac;;1551;banker;capricorn;clock;180;35;Is there anything more delightful than piles of coin stacked perfecty, all in order? It gives me such fulfillment!;That's nice;;;;;;>;You're weird;;;;;;>;;
zodiac;_;1552;banker;capricorn;clock;;;Thanks to the astrology trend here at court, I now know why I'm like this... It's because of my sign!;Gemini?;<i>Are you trying to insult me? How could you!</i> <banker> huffs.;;;-15;-10;;Capricorn?;<i>Naturally,</i> <banker> beams. <i>We Capricorns are just perfect!</i>;;;15;18;;;
zodiac;;1553;father;gemini;clock;180;35;I'm loving the astrology trend. Before I came here, I wrote you many letters about it. I can't control my excitement!;Typical Gemini;;;-5;18;;>;Please try;;;5;-18;;>;;
zodiac;_;1554;father;gemini;clock;;;What did you say? Anyway, I'm definitely a Gemini. I have a great emotional vocabulary. And I'm so much fun!;Yes, Dad;<i>Your father suddenly becomes stern, talking to you for hours about politics in the West.<i>;;8;8;;;And moody...;<i>Your father lectures you for an hour about how you still need to respect him.</i>;;-8;-8;;;;
newstuff;;1555;doctor;;year>1080 and !has_alchemist;90;200;Pardon me, your highness, but I have a cousin who works on a new form of science. Will you invite her to court?;Sure;;;;;;add_alchemist and >;Sounds risky;;;;;;;;
newstuff;_;1556;alchemist;;;;;Greetings, Queen. As an alchemist, I transform the materials of our universe! I'll get started...;Amazing!;;-10;8;;-19;;Uh oh...;;10;-8;;-19;;;
newstuff;;1557;alchemist;;!alchemy1;300;90;With alchemy, I can create great wealth for your kingdom. I just need a fragment of bone. Do you have one?;Where did I put it...;;;;;;;Too weird;<i>Too bad!</i> she says. <i>All new sparks begin at the grave...</i>;;;;;;;
newstuff;play_enameledbone;1558;alchemist;;!alchemy1 and see_alchemist;0;max;Perfect, I shall disassemble this reliquary to access the earthen matter within. The process begins!;Good luck;;-20;;;-28;;Don't make a mess!;;-15;;-15;-28;;alchemy1;
newstuff;play_chickenbone;1559;alchemist;;!alchemy1 and see_alchemist;0;max;This scrap of bone shall do nicely! Now, to extract the earthen matter within to start the process...;Good luck;;-10;;;-28;;Don't make a mess;;10;10;;-28;;alchemy1;
newstuff;;1560;alchemist;;alchemy1 and !alchemy2;300;90;Inside the marrow of that bone I found flecks of metallic silt. Have you any solvent spray I can use to clean them?;Where did I put it...;;;;;;;I don't think so;Let me know if you find a solvent spray,<i> she says. </i>Any kind will do!;;;;;;;
newstuff;play_clearperfume;1561;alchemist;;see_alchemist and alchemy1 and !alchemy2;0;max;The royal perfume! Yes, the chemicals inside will be perfect for my eldritch process... Thank you!;Good luck;;-20;;15;-28;;What is this again?;<i>The alchemist has disappeared. You hope nothing too weird comes of this.</i>;-10;;-15;-28;;alchemy2;
newstuff;;1562;alchemist;;alchemy2 and !alchemy3;300;90;I'm so close to a breakthrough in magical science! Quickly, O Queen, hand me something with gunpowder in it!;Where did I put it...;;;;;;;Can't help you;;;;;;;;
newstuff;play_flintlock;1563;alchemist;;alchemy2 and !alchemy3 and see_alchemist;0;max;Wa ha ha HA ha ha!!! I shall use the gunpowder of a Queen's own weapon! I'm the greatest alchemist ever!;Yeahhhh!;;-20;;15;-28;;Calm yourself!;;-15;;-15;-28;;alchemy3;
newstuff;play_pistol;1564;alchemist;;alchemy2 and !alchemy3 and see_alchemist;0;max;Yes! This is -- oh, wait, it's just a ceremonial pistol. There's no real gunpowder in it. ;Oh...;;;;;;;Oops;;;;;;;;
newstuff;;1565;alchemist;;alchemy3 and !alchemy4;300;90;Do you have any powerful heavenly spellbooks? Unimaginable riches will be yours once I open the FINAL SEAL!!!!;Where did I put this...;;;;;;;You'd better not...;;;;;;;;
newstuff;play_eclipsebook;1566;alchemist;;see_alchemist and alchemy3 and !alchemy4;0;max;This is it! Once I've made the Impossible Stone, I'll be able to transmute any object!! Don't distract me!;Good luck;<i>She locks herself in the lab. Bright light and loud noises can be heard for weeks.</i>;20;;15;-28;;Wait what;<i>She locks herself in the lab. Bright light and loud noises can be heard for weeks.</i>;-15;;-15;-28;;alchemy4;
newstuff;;1567;alchemist;;alchemy4 and !itemtransform;300;90;At last, I have the power to transform <*one*> of your items into its most futuristic form. Hand me something!;Okay...;;;;;;;Let me think;;;;;;;;
newstuff;play_clearperfume;1568;alchemist;;alchemy4 and !itemtransform and see_alchemist;0;max;I can transmute the royal perfume into its final form, but I can only do this with <*one*> item. Are you sure?;Yes!;<i>She takes it into her lab for a while. Later, you end up with something weird!</i>;;;;;dataresults and itemtransform;No, wait...;<i>Think it over until we meet again,</i> she says.;;;;;;;
newstuff;play_eclipsebook;1569;alchemist;;alchemy4 and !itemtransform and see_alchemist;0;max;I can transmute your celestial spellbook into its final form, but I can only do this with <*one*> item. Are you sure?;Yes!;<i>She takes it into her lab, but after a while, she comes out looking frustrated.</i>;;;;;>;No, wait...;<i>Think it over until we meet again,</i> she says.;;;;;;;
newstuff;_;1570;alchemist;;;;;My Queen, even my powers could not transform this item. When I tried, I saw a vision of a bright crown! How strange...;Ah;<i>If you choose something else to transform, let me know,</i> she says.;;;15;;;You're useless!;<i>So sorry! I can transform almost anything else you have!</i> she apologizes profusely.;;17;-16;;;;
newstuff;play_flintlock;1571;alchemist;;alchemy4 and !itemtransform and see_alchemist;0;max;I can transmute your flintlock into its final form, but I can only do this with <*one*> item. Are you sure?;Yes!;<i>She takes it into her lab for a while. Later, you end up with something weird!</i>;;;;;squirtgun and itemtransform;No, wait...;<i>Think it over until we meet again,</i> she says.;;;;;;;
newstuff;play_advancedclock;1572;alchemist;;alchemy4 and !itemtransform and see_alchemist;0;max;I can transmute your magical clock into its final form, but I can only do this with <*one*> item. Are you sure?;Yes!;<i>She takes it into her lab for a while. Later, you end up with something weird!</i>;;;;;creditcard and itemtransform;No, wait...;<i>Think it over until we meet again,</i> she says.;;;;;;;
newstuff;play_enameledbone;1573;alchemist;;alchemy4 and !itemtransform and see_alchemist;0;max;I can transmute your holy relic into its final form, but I can only do this with <*one*> item. Are you sure?;Yes!;<i>She takes it into her lab for a while. Later, you end up with something weird!</i>;;;;;sacredtablet and itemtransform;No, wait...;<i>Think it over until we meet again,</i> she says.;;;;;;;
newstuff;;1574;alchemist;;;400;35;Thanks to your help, I can now turn lead into gold! I think. What should I add to this flask?;Cordite?;<i>There's a loud explosion. Impossibly, you end up collecting piles of free gold!</i>;;8;;35;;Peat?;<i>There's a loud explosion. All you get is a hole in the floor -- and some extensive repair costs.</i>;;-8;;-35;;;
newstuff;;1575;alchemist;;;400;35;I can transmute plain straw into linen thread! The people will be thrilled at the savings. Just give the command, my Queen!;Do it!;<i>It works too well. The people end up with too much cloth and not enough food...</i>;;;-20;-19;;Let's not;;;;-10;10;;;
newstuff;;1576;alchemist;;;400;35;Could you buy me a lightning rod for my tower lab? With electricity, I can advance healthcare!;;<i>She seems really happy, but other than that nothing changes.</i>;-15;;15;-19;;;<i>She tries to make her own, and you end up having to replace the tower ceiling.</i>;;;-10;-30;;;
newstuff;;1577;alchemist;;;400;35;Your people will grow stronger crops if you allow me to add this tincture to the soil. Trust me!;;;;;;-15;>>>_soilresult;;;;;;15;;;
newstuff;_soilresult;1578;farmer;;;10;50;A miracle has come to our farmlands! We've grown ears of corn each the size of a human body!;I'll buy some!;<i>The alchemist's giant corn takes a lot of extra work to harvest and prepare. Everyone gets sick of it.</i>;;;-15;-25;;That's your problem;<i>The alchemist's giant corn takes a lot of extra work to harvest and prepare. Everyone gets sick of it.</i>;;15;;19;;;
newstuff;_soilresult;1579;farmer;;;10;50;Oh no, it's a disaster! Our potato crop has doubled, but each potato is the size of a grape....;I'll buy some!;<i>The alchemist's grape-sized potatoes prove to be trendy exports!</i>;;;15;20;;That's your problem;<i>The alchemist's grape-sized potatoes prove to be trendy exports!</i>;;;-15;-25;;;
newstuff;;1580;handmaid2;;dynasty>5;600;20;My Queen, it's so exciting! I've fallen in love with a young steward. May we have your blessing?;Of course;;-12;;18;;>>>>;Hmph!;;12;;-18;;;;
newstuff;_;1581;handmaid2;;;;;My new boyfriend the steward is so sweet! He took me on a picnic, and shared his bread crust.;Sounds nice;;;-10;10;;>>;That's it?;;;10;-10;;>>;;
newstuff;_;1582;handmaid2;;;;;My boyfriend gave me a handful of daisies from his front yard. It was a birthday gift!;Happy birthday;;;-10;10;;>>>;Daisies? Come on!;;;10;-10;;>>>;;
newstuff;_;1583;handmaid2;;;;;My boyfriend the steward is spending a few days having "men's time" with his friends. I guess he works hard...;Let him relax;;;-10;10;;>>;As a steward??;;;10;-10;;>>;;
newstuff;_;1584;handmaid2;;;;;Things are okay with my boyfriend... sometimes I feel he's not listening to me when I talk.;That's not good!;;;10;-10;;>>>>;You talk a lot;;;-10;10;;>>>>;;
newstuff;_;1585;handmaid2;;;;;My Queen? Do... do you think the young steward loves me as much as I love him?;Oh totally;;;-15;-15;;>>;You deserve better!;;;12;12;;>>;;
newstuff;_;1586;handmaid2;;;;;I need royal advice! What's worse, an unsatisfying relationship? Or being alone?;Bad relationship;<i>She breaks up with the steward. It seems hard for her, but before too long she is much happier.</i>;-18;8;-12;;;No relationship;<i>She keeps dating the steward. Eventually he stops trying to make her happy at all.</i>;18;-12;8;;;;
newstuff;;1587;nun;;;500;20;I know we have had our differences, but I have no one else to talk to here. Will you listen?;;;10;-10;;;>;;;-10;10;;;;;
newstuff;_;1588;nun;;;;;Sometimes I wonder what my life would have been like had I not taken my vows. Does that make me weak in faith?;;;-28;;;;;;;28;;;;;;
newstuff;;1589;general;;has_cossack;500;20;My Queen! Apologies to burst in on you like this, but we need you to adjudicate a dispute!;What is it?;;;;;;>;Too busy;;-15;-15;-15;-15;;;
newstuff;_;1590;cossack;;;10;10;I grow soft in this warm country. You must let me join your army. Give me command over your men!;Why not;;-5;10;;;>_armydispute;Let's discuss;;;;;;>_armydispute;;
